BSN;Schulname;Strasse;PLZ;Schulart;lat;lng;AlleLehrkraefte_2017;AlleQ_2017;AlleLehrkraefte_2018;AlleQS_2018;Q1_5_2018;Q6_x_2018;S1_5_2018;S6_x_2018
11S12;Nils-Holgersson-Schule;Otto-Marquardt-Str. 12-14;10369;"Förderschwerp.""Geistige Entwicklung""";52.53405;13.47214;40;0 %;;;;;;
11Y02;Johann-Gottfried-Herder-Gymnasium;Franz-Jacob-Str. 8;10369;Gymnasium;52.52671;13.467245;68;4 %;71;1 %;1 %;;;
11Y05;Hans-und-Hilde-Coppi-Oberschule;Römerweg 30-32;10318;Gymnasium;52.4918;13.52343;53;0 %;53;2 %;2 %;;;
11Y09;Barnim-Gymnasium;Ahrensfelder Chaussee 41;13057;Gymnasium;52.569201;13.549303;98;1 %;92;6 %;3 %;;3 %;
11Y10;Manfred-von-Ardenne-Gymnasium;Werneuchener Str. 27-28;13055;Gymnasium;52.54188;13.49242;46;0 %;52;2 %;;;2 %;
11Y11;Immanuel-Kant-Gymnasium;Lückstr. 63;10317;Gymnasium;52.501956;13.489635;59;0 %;60;2 %;2 %;;;
12B01;Georg-Schlesinger-Schule (OSZ Maschinen- und Fertigungstechnik);Kühleweinstraße 5;13409;;52.561173;13.371270;84;7 %;87;13 %;;13 %;;
12B02;Emil-Fischer-Schule (OSZ Ernährung und Lebensmitteltechnik);Cyclopstraße 1 -5;13437;;52.597633;13.331072;119;3 %;119;10 %;3 %;;;7 %
12B03;Ernst-Litfaß-Schule (OSZ Mediengestaltung und Medientechnologie);Cyclopstraße 1-5;13437;;52.598294;13.329874;83;4 %;83;13 %;;7 %;6 %;
12G01;Havelmüller-Grundschule;Namslaustr. 49-57;13507;Grundschule;52.578512;13.284936;24;8 %;26;4 %;4 %;;;
12G02;Grundschule am Schäfersee;Baseler Str. 2-6;13407;Grundschule;52.5622;13.3554;36;11 %;37;14 %;14 %;;;
12G03;Reginhard-Grundschule;Letteallee 39-41;13409;Grundschule;52.563219;13.370292;32;16 %;33;15 %;15 %;;;
12G04;Till-Eulenspiegel-Grundschule;Humboldtstr. 8-13;13407;Grundschule;52.5732;13.3423;28;4 %;29;6 %;3 %;;3 %;
12G05;Kolumbus-Grundschule;Büchsenweg 23A;13409;Grundschule;52.57569;13.36622;47;15 %;56;23 %;;23 %;;
12G06;Hausotter-Grundschule;Hausotterplatz 4;13409;Grundschule;52.56963;13.375634;32;3 %;36;20 %;;17 %;3 %;
12G07;Mark-Twain-Grundschule;Auguste-Viktoria-Allee 95;13403;Grundschule;52.56864;13.3264;37;5 %;36;14 %;8 %;;6 %;
12G09;Grundschule an der Peckwisch;Tornower Weg 26-34;13439;Grundschule;52.59299;13.34869;40;10 %;43;16 %;;14 %;2 %;
12G10;Peter-Witte-Grundschule;Rathauspromenade 75;13437;Grundschule;52.5863;13.33039;24;4 %;25;4 %;4 %;;;
12G11;Ringelnatz-Grundschule;Wilhelm-Gericke-Str. 7;13437;Grundschule;52.5861;13.33753;24;8 %;25;8 %;8 %;;;
12G12;Borsigwalder Grundschule;Miraustr. 100;13509;Grundschule;52.58822;13.30561;31;10 %;32;16 %;16 %;;;
12G13;Franz-Marc-Grundschule;Treskowstr. 26-31;13507;Grundschule;52.58822;13.2828;31;6 %;29;3 %;3 %;;;
12G14;Alfred-Brehm-Grundschule;Ascheberger Weg 8A;13507;Grundschule;52.57359;13.28368;26;8 %;28;11 %;11 %;;;
12G15;Hoffmann-von-Fallersleben-Grundschule;Ziekowstr. 80-88;13509;Grundschule;52.58744;13.29515;26;4 %;27;11 %;11 %;;;
12G17;Ellef-Ringnes-Grundschule;Im Erpelgrund 11-17;13503;Grundschule;52.60802;13.23202;23;9 %;25;20 %;12 %;;8 %;
12G18;Grundschule am Tegelschen Ort;Gerlindeweg 11-23;13505;Grundschule;52.576181;13.228007;27;0 %;25;4 %;4 %;;;
12G19;Münchhausen-Grundschule;Artemisstr. 22-26;13469;Grundschule;52.60851;13.31718;29;7 %;32;3 %;3 %;;;
12G20;Grundschule am Vierrutenberg;Am Vierrutenberg 59-65;13469;Grundschule;52.617516;13.339396;28;7 %;28;8 %;4 %;;4 %;
12G21;Grundschule am Fließtal;Seebadstr. 42-43;13467;Grundschule;52.61528;13.32062;31;0 %;28;7 %;7 %;;;
12G22;Gustav-Dreyer-Grundschule;Freiherr-vom-Stein-Str. 31;13467;Grundschule;52.61309;13.30379;29;0 %;29;7 %;7 %;;;
12G23;Victor-Gollancz-Grundschule;Gollanczstr. 18-24;13465;Grundschule;52.63826;13.28757;41;0 %;40;8 %;;;8 %;
12G24;Renée-Sintenis-Grundschule;Laurinsteig 39-45;13465;Grundschule;52.63695;13.27237;33;0 %;;;;;;
12G26;Märkische Grundschule;Dannenwalder Weg 163-165;13439;Grundschule;52.5952;13.36016;38;0 %;40;8 %;3 %;;5 %;
12G27;Chamisso-Grundschule;Senftenberger Ring 27;13435;Grundschule;52.60169;13.35807;44;7 %;49;12 %;;12 %;;
12G28;Grundschule in den Rollbergen;Waldshuter Zeile 6;13469;Grundschule;52.609905;13.335731;30;17 %;38;27 %;;24 %;3 %;
12G29;Hermann-Schulz-Grundschule;Kienhorststr. 67-79;13403;Grundschule;52.57359;13.32554;33;6 %;35;17 %;;17 %;;
12G30;Reineke-Fuchs-Grundschule;Foxweg 15;13403;Grundschule;52.574;13.30985;40;5 %;42;19 %;;17 %;2 %;
12G32;Charlie-Chaplin-Grundschule;Wilhelmsruher Damm 90-94;13439;Grundschule;52.59744;13.36465;40;3 %;42;5 %;5 %;;;
12G33;Lauterbach-Grundschule;Senftenberger Ring 41;13435;Grundschule;52.603879;13.359443;50;6 %;54;22 %;;22 %;;
12G34;Otfried-Preußler-Grundschule;Schulzendorfer Str. 99;13503;Grundschule;52.613129;13.227141;37;5 %;42;10 %;10 %;;;
12K01;Julius-Leber-Schule;Treskowstr. 26-31;13507;Integrierte Sekundarschule;52.58822;13.2828;40;8 %;41;5 %;5 %;;;
12K02;Bettina-von-Arnim-Schule;Senftenberger Ring 49;13435;Integrierte Sekundarschule;52.60511;13.35859;131;5 %;133;4 %;3 %;;1 %;
12K03;Max-Beckmann-Schule (Integrierte Sekundarschule);Auguste-Viktoria-Allee 37;13403;Integrierte Sekundarschule;52.57153;13.31463;94;4 %;94;3 %;2 %;;1 %;
12K04;Paul-Löbe-Schule;Lindauer Allee 23-25;13407;Integrierte Sekundarschule;52.57316;13.35461;54;4 %;63;3 %;3 %;;;
12K05;Gustav-Freytag-Schule (Integrierte Sekundarschule);Breitkopfstr. 66-80;13409;Integrierte Sekundarschule;52.56976;13.36575;44;7 %;45;4 %;4 %;;;
12K06;Benjamin-Franklin-Schule (Integrierte Sekundarschule);Sommerfelder Str. 5-7;13509;Integrierte Sekundarschule;52.581447;13.300983;45;11 %;45;4 %;4 %;;;
12K07;Jean-Krämer-Schule (Integrierte Sekundarschule) Wittenau;Alt-Wittenau 8-12;13437;Integrierte Sekundarschule;52.58995;13.33545;58;9 %;58;10 %;;10 %;;
12K09;Carl-Benz-Schule (Integrierte Sekundarschule);Heidenheimer Str. 53-54;13467;Integrierte Sekundarschule;52.615646;13.298748;37;3 %;36;3 %;3 %;;;
12K10;Carl-Bosch-Schule;Frohnauer Str. 74-80;13467;Integrierte Sekundarschule;52.62349;13.29375;38;5 %;39;5 %;5 %;;;
12K11;Albrecht-Haushofer-Schule;Kurzebracker Weg 40-46;13503;Integrierte Sekundarschule;52.61914;13.22771;33;6 %;42;14 %;;14 %;;
12K12;Campus Hannah Höch (Gemeinschaftsschule);Finsterwalder Str. 52-56;13435;Integrierte Sekundarschule;52.60028;13.34229;67;9 %;76;13 %;;13 %;;
12S01;Stötzner-Schule;Tietzstr. 26-28;13509;"Förderschwerp.""Lernen""";52.584273;13.304873;24;8 %;21;10 %;10 %;;;
12S03;Lauterbach-Schule;Senftenberger Ring 41;13435;Übrige Förderschwerpunkte;52.603879;13.359443;30;0 %;;;;;;
12S04;Schule am Park;Eichborndamm 276-284;13437;"Förderschwerp.""Geistige Entwicklung""";52.594285;13.330313;33;3 %;;;;;;
12S05;Wiesengrund-Schule;Frohnauer Str. 74-80;13467;Übrige Förderschwerpunkte;52.62349;13.29375;21;19 %;23;13 %;9 %;;4 %;
12S06;Toulouse-Lautrec-Schule;Miraustr. 120-126;13509;Übrige Förderschwerpunkte;52.58901;13.30389;38;16 %;40;5 %;5 %;;;
12Y01;Friedrich-Engels-Gymnasium;Emmentaler Str. 67;13407;Gymnasium;52.56959;13.35743;79;1 %;82;2 %;2 %;;;
12Y02;Europäisches Gymnasium Bertha-von-Suttner;Reginhardstr. 172;13409;Gymnasium;52.57145;13.36873;92;3 %;90;3 %;3 %;;;
12Y03;Humboldt-Gymnasium;Hatzfeldtallee 2-4;13509;Gymnasium;52.59176;13.28891;101;5 %;103;8 %;;6 %;2 %;
12Y04;Gabriele-von-Bülow-Gymnasium;Tile-Brügge-Weg 63;13509;Gymnasium;52.592148;13.297061;66;0 %;69;1 %;1 %;;;
12Y05;Georg-Herwegh-Gymnasium;Fellbacher Str. 18-19;13467;Gymnasium;52.616834;13.303382;71;4 %;;;;;;
12Y06;Schulfarm Insel Scharfenberg;Schwarzer Weg 103;13505;;52.574389;13.247287;46;4 %;47;6 %;4 %;;2 %;
12Y07;Romain-Rolland-Gymnasium;Place Moliere 4;13469;Gymnasium;52.598998;13.317865;80;0 %;77;2 %;1 %;;1 %;
12Y08;Thomas-Mann-Gymnasium;Königshorster Str. 10;13439;Gymnasium;52.59848;13.35224;74;0 %;;;;;;
